Date,Open,High,Low,Close,Volume,sentiment,signal,equity
2025-09-02,500.465,506.0,496.81,505.12,18127995.0,0.0,Hold,1.2055384321497646
2025-09-03,503.79,507.79,502.32,505.35,16345078.0,0.0,Hold,1.206087358819456
2025-09-04,504.3,508.15,503.15,507.97,15509486.0,0.0,Hold,1.2123403495785476
2025-09-05,509.07,511.97,492.37,495.0,31994846.0,0.0,Hold,1.1813856586833495
2025-09-08,498.105,501.195,495.03,498.2,16771015.0,0.0,Hold,1.189022899305141
2025-09-09,501.43,502.25,497.7,498.41,14410542.0,0.0,Hold,1.189524093220946
2025-09-10,502.98,503.2299,496.72,500.37,21611816.0,0.0,Hold,1.1942019031017932
2025-09-11,502.25,503.17,497.88,501.01,18881608.0,0.0,Hold,1.1957293512261515
2025-09-12,506.65,512.55,503.85,509.9,23624884.0,0.0,Hold,1.2169465603285656
2025-09-15,508.79,515.47,507.0,515.36,17143786.0,0.0,Hold,1.2299776021394973
2025-09-16,516.88,517.23,508.6,509.04,19711922.0,0.0,Hold,1.2148940519114593
2025-09-17,510.62,511.29,505.93,510.02,15816585.0,0.0,Hold,1.2172329568518827
2025-09-18,511.49,513.07,507.66,508.45,18913696.0,0.0,Hold,1.2134859356718164
2025-09-19,510.56,519.3,510.31,517.93,52474093.0,0.22083585858585858,Hold,1.2361112610138734
